"pair","type","cosine_similarity","prompt_similarity"
"rescue-sniper","unrelated",0.289189046383289,0.2
"robot-usually","unrelated",0.25109571283234,0
"freedom-deaf","unrelated",0.194526166780618,0.1
"network-system","related",0.505933453919391,0.834
"temple-star","unrelated",0.237925469532934,0.1
"patient-fish","unrelated",0.263081579847611,0.05
"underestimate-exaggerate","related",0.552952159964486,0.6
"milk-testimony","unrelated",0.214646280004894,0
"bishop-cardinal","related",0.404234509620829,0.854
"rescue-save","related",0.417867091716308,0.834
"soul-spirit","related",0.620396709960224,0.85
"safe-secure","related",0.80567872472594,0.85
"error-cheese","unrelated",0.213206120086441,0
"pistol-weapon","related",0.535054416545775,0.9
"september-perspective","unrelated",0.230921370389165,0.112
"enter-go","related",0.485408840471902,0.678
"charity-donation","related",0.64783212248434,0.85
"smash-female","unrelated",0.203597725826621,0
"slowly-quickly","related",0.584432080496345,0.3
"chemical-biological","related",0.402728899658561,0.75
"daughter-huge","unrelated",0.240857865307544,0
"little-small","related",0.69775102219817,1
"ignorance-alarm","unrelated",0.215435965451754,0.125
"portal-gate","related",0.568054573464689,0.7
"environment-love","unrelated",0.291986229475392,0.112
"legion-rotate","unrelated",0.240346584169708,0
"vagina-penis","related",0.554308458747451,0.9
"always-computer","unrelated",0.261941223439809,0
"picnic-feeling","unrelated",0.288366972393258,0.215
"shower-bathroom","related",0.573521525155236,0.9
"dirty-disgusting","related",0.546266699177311,0.8
"baby-child","related",0.729575945705155,0.9
"banker-investor","related",0.558815192577346,0.8
"literally-detective","unrelated",0.222014728001994,0
"food-commissioner","unrelated",0.149469147302805,0.05
"brand-product","related",0.525939350688808,0.8
"profile-ocean","unrelated",0.227466244762393,0.1
"realize-ministry","unrelated",0.182151953148492,0.112
"examine-yeah","unrelated",0.200871495814,0
"generator-reactor","related",0.370560628475787,0.675
"clearly-actor","unrelated",0.262933069637698,0
"cover-crazy","unrelated",0.2527506330588,0.01
"monday-false","unrelated",0.194446193898019,0
"red-yellow","related",0.43840281575002,0.75
"active-deck","unrelated",0.258948007679107,0.112
"thin-priest","unrelated",0.244686162459105,0.078
"steal-hundred","unrelated",0.235776810030423,0
"revelation-vision","related",0.37020714395404,0.634
"right-left","related",0.660362216566655,0.9
"bishop-theater","unrelated",0.155927206768301,0.112
"taste-plastic","unrelated",0.22938907149902,0.113
"risk-danger","related",0.720856648029445,0.875
"imagination-creativity","related",0.584456981923058,0.85
"end-disappearance","unrelated",0.331146314103854,0.324
"replace-substitute","related",0.586467670164662,0.883
"fix-museum","unrelated",0.19641151105397,0.1
"drink-beer","related",0.567335250653717,0.85
"daily-weekly","related",0.710103339466349,0.8
"manage-succeed","related",0.365560245506784,0.4
"robot-machine","related",0.582323634113489,0.875
"dry-wet","related",0.478857937567202,0
"thief-criminal","related",0.488207611653288,0.9
"country-nation","related",0.679364316104565,0.9
"poison-kill","related",0.434003096619494,0.875
"autopsy-strongly","unrelated",0.157790317777316,0
"cinnamon-vanilla","related",0.449595836450103,0.75
"reflection-mirror","related",0.598848178596793,0.9
"blind-deaf","related",0.440094974628901,0.789
"examination-inspection","related",0.577369180519154,0.75
"cloth-tuesday","unrelated",0.25976545452637,0
"task-know","unrelated",0.299516257956403,0.112
"desk-office","related",0.670614267485376,0.789
"crowd-samurai","unrelated",0.288676030048513,0.112
"english-french","related",0.456293349934473,0.3
"look-watch","related",0.608561881118885,0.763
"girl-analysis","unrelated",0.155774862093045,0.123
"third-fourth","related",0.611279763858299,0.102
"table-concert","unrelated",0.443624104386889,0.112
"extremely-proof","unrelated",0.320858002648252,0.112
"hostage-prisoner","related",0.638020999113348,0.83
"red-director","unrelated",0.311741227493763,0.112
"reflection-chase","unrelated",0.206198083717228,0.1
"commercial-merchant","related",0.489481775621981,0.8
"optimistic-realistic","related",0.55324856588586,0.334
"adult-emperor","unrelated",0.30911032011107,0.245
"regiment-battalion","related",0.641071504281906,0.85
"talk-vampire","unrelated",0.244785591701304,0.05
"sad-tragic","related",0.449506730439272,0.875
"kiss-hug","related",0.597319269257173,0.8
"racist-communist","related",0.376257846550761,0.245
"millionaire-entrepreneur","related",0.482348401036444,0.75
"sexual-happen","unrelated",0.260275464435768,0.059
"extra-additional","related",0.736300748444411,0.875
"kidnapper-ransom","related",0.484513562631422,0.859
"noise-sound","related",0.635469546582575,0.9
"paint-draw","related",0.529551418416741,0.71
"suffering-pain","related",0.460291797037896,0.9
"character-sensitive","unrelated",0.261219074146734,0.2
"typical-three","unrelated",0.238119455082984,0.112
"ketchup-mayonnaise","related",0.497388645533383,0.8
"pretty-microscope","unrelated",0.20327850797564,0
"fresh-refresh","related",0.596473470441858,0.3
"task-mission","related",0.593254131030107,0.8
"hit-assumption","unrelated",0.282070124833684,0.045
"pyramid-compassion","unrelated",0.147597807424977,0
"prey-predator","related",0.682857433181177,0.9
"respect-professor","unrelated",0.318422153531758,0.333
"poor-inspection","unrelated",0.223808990078197,0.112
"occasionally-piece","unrelated",0.337724994913988,0.1
"confirmation-professional","unrelated",0.309491247967193,0.1
"vehicle-car","related",0.698606676707473,0.9
"fall-collapse","related",0.642174799073759,0.745
"plant-flower","related",0.539923917561819,0.875
"snail-attack","unrelated",0.177556530898919,0.05
"caesar-rome","related",0.450146331641912,0.85
"heritage-inherit","related",0.528283498485604,0.724
"terminal-airport","related",0.402977838607061,0.8
"patience-hiv","unrelated",0.196248509858746,0.1
"reason-electricity","unrelated",0.203064751080953,0.125
"vein-artery","related",0.520731529136929,0.875
"victim-faithful","unrelated",0.325819075360133,0.112
"madness-stupidity","related",0.487389464716361,0.823
"thousand-hundred","related",0.666766654185157,0.944
"practice-exercise","related",0.678292496456925,0.867
"pirate-sailor","related",0.509017331193196,0.8
"theft-somewhere","unrelated",0.186143870012862,0
"narrow-wide","related",0.4136365810878,0
"cough-information","unrelated",0.200171480943843,0.075
"planet-speak","unrelated",0.257050031257151,0
"zoo-attitude","unrelated",0.174904848465063,0.05
"first-offend","unrelated",0.195642768498772,0.112
"paranoid-crazy","related",0.361067209055666,0.764
"nickname-surname","related",0.535422855548184,0.8
"commander-infection","unrelated",0.155423551639169,0.05
"progress-development","related",0.619429426565303,0.875
"insert-dead","unrelated",0.241145200147716,0
"madness-harbor","unrelated",0.148156478640489,0.05
"guarantee-promise","related",0.593223662078011,0.825
"river-dust","unrelated",0.25779955747078,0.15
"shop-store","related",0.608370556893195,0.95
"grandfather-vanilla","unrelated",0.283384951723131,0.045
"experience-tie","unrelated",0.344860819636687,0.1
"concern-mutation","unrelated",0.282030149465681,0.213
"result-outcome","related",0.808357556973135,0.9
"penalty-east","unrelated",0.214146668238468,0
"coal-oil","related",0.480164048230454,0.85
"husband-liberal","unrelated",0.259232212053831,0.112
"anatomy-investigate","unrelated",0.248338632838228,0
"bread-win","unrelated",0.316734446295433,0.1
"suffer-die","related",0.309376947425722,0.75
"poverty-message","unrelated",0.201488719848027,0.1
"dancer-biology","unrelated",0.210906910862003,0.045
"vehicle-faith","unrelated",0.214724759102715,0.1
"avenue-capitalism","unrelated",0.17640703605829,0.201
"blind-personality","unrelated",0.115656184135467,0
"spider-insect","related",0.515319687791229,0.8
"auction-sale","related",0.68997165867613,0.8
"fidelity-movie","unrelated",0.221958828958763,0.1
"answer-monastery","unrelated",0.180014652050808,0.111
"june-cruelty","unrelated",0.241640546198238,0
"positive-negative","related",0.730075754827677,0
"house-surgery","unrelated",0.161568705136219,0.112
"adult-parent","related",0.574637865230993,0.754
"enthusiasm-spend","unrelated",0.250251305994054,0.112
"anarchy-capitalism","related",0.332324608618272,0.233
"dragon-lion","related",0.696492986740981,0.3
