"pair","type","cosine_similarity","prompt_similarity"
"plus-weapon","unrelated",0.304337589556316,0.2
"desert-financing","unrelated",0.128735090305266,0.045
"refugee-up","unrelated",0.229076289854184,0.045
"refuse-high","unrelated",0.16074823205116,0.045
"cough-fever","related",0.377338225852312,0.786
"paranoid-maid","unrelated",0.170647303439952,0.1
"see-meet","related",0.493477612541342,0.673
"horror-believe","unrelated",0.212003536824337,0.245
"speech-full","unrelated",0.296764354329757,0.2
"catholic-christian","related",0.632519063829168,0.785
"observation-evaluation","related",0.618625445786546,0.742
"paint-adrenaline","unrelated",0.202111775920526,0.102
"cinema-easy","unrelated",0.198306118381491,0.2
"command-bird","unrelated",0.24373109600019,0.1
"smoke-cigar","related",0.509846170394697,0.872
"wonderful-fantastic","related",0.69545953328596,0.912
"demand-request","related",0.655008945164093,0.854
"cream-sauce","related",0.336853583129222,0.742
"golf-committee","unrelated",0.281546231621759,0.135
"divorce-dangerous","unrelated",0.239979276188212,0.12
"tomorrow-morning","related",0.442572331727679,0.765
"smoke-possibility","unrelated",0.264355747892397,0.215
"simply-simple","related",0.633749604917878,0.534
"antidote-october","unrelated",0.147060953332763,0.025
"administration-government","related",0.632677532237875,0.85
"hunger-scientist","unrelated",0.17657682088305,0.103
"rescue-sniper","unrelated",0.289204553439388,0.245
"robot-usually","unrelated",0.25107556394616,0
"freedom-deaf","unrelated",0.194458621545446,0.065
"network-system","related",0.505958951500253,0.832
"temple-star","unrelated",0.237925469532934,0.245
"patient-fish","unrelated",0.263160462312323,0.15
"underestimate-exaggerate","related",0.552952159964486,0.756
"milk-testimony","unrelated",0.214646280004894,0.045
"bishop-cardinal","related",0.404234509620829,0.875
"rescue-save","related",0.417908611634812,0.874
"soul-spirit","related",0.620396709960224,0.829
"safe-secure","related",0.80567872472594,0.85
"error-cheese","unrelated",0.213206120086441,0.05
"pistol-weapon","related",0.535081024071253,0.873
"september-perspective","unrelated",0.230921370389165,0.205
"enter-go","related",0.485391115995808,0.675
"charity-donation","related",0.647742981776471,0.895
"smash-female","unrelated",0.203597725826621,0.112
"slowly-quickly","related",0.582495076135934,0.85
"chemical-biological","related",0.402692146238331,0.752
"daughter-huge","unrelated",0.240863357262908,0.075
"little-small","related",0.697938291787344,0.9
"ignorance-alarm","unrelated",0.215435965451754,0.215
"portal-gate","related",0.568076944032759,0.762
"environment-love","unrelated",0.292045949947217,0.215
"legion-rotate","unrelated",0.240346584169708,0.1
"vagina-penis","related",0.554257075300962,0.9
"always-computer","unrelated",0.262060926176857,0.075
"picnic-feeling","unrelated",0.288366972393258,0.247
"shower-bathroom","related",0.573514739330471,0.873
"dirty-disgusting","related",0.546266699177311,0.85
"baby-child","related",0.729575945705155,0.91
"banker-investor","related",0.558844512810467,0.85
"literally-detective","unrelated",0.221974488079208,0.1
"food-commissioner","unrelated",0.149457570747512,0.112
"brand-product","related",0.525939350688808,0.856
"profile-ocean","unrelated",0.227466244762393,0.1
"realize-ministry","unrelated",0.182035715968699,0.112
"examine-yeah","unrelated",0.200871495814,0
"generator-reactor","related",0.370560628475787,0.743
"clearly-actor","unrelated",0.262815751326477,0.2
"cover-crazy","unrelated",0.2527506330588,0.103
"monday-false","unrelated",0.19449197410452,0.105
"red-yellow","related",0.438532792211346,0.789
"active-deck","unrelated",0.258887831628874,0.25
"thin-priest","unrelated",0.244686162459105,0.103
"steal-hundred","unrelated",0.235813988732546,0.022
"revelation-vision","related",0.37020714395404,0.652
"right-left","related",0.660266275299768,0.789
"bishop-theater","unrelated",0.15594633542249,0.15
"taste-plastic","unrelated",0.229421840535802,0.245
"risk-danger","related",0.720843962831287,0.854
"imagination-creativity","related",0.584535568621776,0.856
"end-disappearance","unrelated",0.331168465625748,0.452
"replace-substitute","related",0.586466199932473,0.845
"fix-museum","unrelated",0.196431923162666,0.12
"drink-beer","related",0.567335250653717,0.875
"daily-weekly","related",0.710103339466349,0.749
"manage-succeed","related",0.365560245506784,0.654
"robot-machine","related",0.582323634113489,0.875
"dry-wet","related",0.478857937567202,0.245
"thief-criminal","related",0.488205896580457,0.865
"country-nation","related",0.679354024236071,0.895
"poison-kill","related",0.434003096619494,0.786
"autopsy-strongly","unrelated",0.157790317777316,0
"cinnamon-vanilla","related",0.449595836450103,0.742
"reflection-mirror","related",0.598978211970757,0.875
"blind-deaf","related",0.440090039795972,0.756
"examination-inspection","related",0.577369180519154,0.752
"cloth-tuesday","unrelated",0.259867145645773,0.1
"task-know","unrelated",0.299519281175505,0.245
"desk-office","related",0.670614267485376,0.85
"crowd-samurai","unrelated",0.288676030048513,0.045
"english-french","related",0.456293349934473,0.754
"look-watch","related",0.608557731656025,0.872
"girl-analysis","unrelated",0.155774862093045,0.142
"third-fourth","related",0.611279763858299,0.762
"table-concert","unrelated",0.443624104386889,0.152
"extremely-proof","unrelated",0.320858002648252,0.2
"hostage-prisoner","related",0.638048415334804,0.842
"red-director","unrelated",0.311793674289872,0.2
"reflection-chase","unrelated",0.206198083717228,0.112
"commercial-merchant","related",0.489472829156552,0.785
"optimistic-realistic","related",0.553283893658916,0.654
"adult-emperor","unrelated",0.309069047586512,0.215
"regiment-battalion","related",0.641071504281906,0.85
"talk-vampire","unrelated",0.245426362643223,0.125
"sad-tragic","related",0.449512647483071,0.856
"kiss-hug","related",0.597319269257173,0.845
"racist-communist","related",0.376257846550761,0.45
"millionaire-entrepreneur","related",0.482348401036444,0.752
"sexual-happen","unrelated",0.260353505641288,0.045
"extra-additional","related",0.736291081357954,0.875
"kidnapper-ransom","related",0.484608795078631,0.875
"noise-sound","related",0.635469546582575,0.9
"paint-draw","related",0.529551418416741,0.845
"suffering-pain","related",0.460299076861223,0.923
"character-sensitive","unrelated",0.261219074146734,0.25
"typical-three","unrelated",0.238187038764394,0.223
"ketchup-mayonnaise","related",0.497390204349797,0.742
"pretty-microscope","unrelated",0.203303770831196,0.12
"fresh-refresh","related",0.596473470441858,0.736
"task-mission","related",0.593254131030107,0.754
"hit-assumption","unrelated",0.282136405809376,0.112
"pyramid-compassion","unrelated",0.147597807424977,0.05
"prey-predator","related",0.682857433181177,0.911
"respect-professor","unrelated",0.318420776888223,0.742
"poor-inspection","unrelated",0.223839467572725,0.115
"occasionally-piece","unrelated",0.33768285674004,0.112
"confirmation-professional","unrelated",0.309491247967193,0.234
"vehicle-car","related",0.698606676707473,0.95
"fall-collapse","related",0.642190958158241,0.743
"plant-flower","related",0.53995848807933,0.873
"snail-attack","unrelated",0.177556530898919,0.12
"caesar-rome","related",0.450146331641912,0.845
"heritage-inherit","related",0.528347960021372,0.732
"terminal-airport","related",0.402957185977327,0.875
"patience-hiv","unrelated",0.196284128001146,0.145
"reason-electricity","unrelated",0.203131714681683,0.215
"vein-artery","related",0.520688572696258,0.873
"victim-faithful","unrelated",0.325819075360133,0.12
"madness-stupidity","related",0.487331186689391,0.789
"thousand-hundred","related",0.666766654185157,0.874
"practice-exercise","related",0.678292496456925,0.842
"pirate-sailor","related",0.508973389613147,0.812
"theft-somewhere","unrelated",0.186164931814522,0.1
"narrow-wide","related",0.413577513168847,0.654
"cough-information","unrelated",0.200177447595561,0.12
"planet-speak","unrelated",0.257050031257151,0.091
"zoo-attitude","unrelated",0.174975126927412,0.072
"first-offend","unrelated",0.195611550197284,0.1
"paranoid-crazy","related",0.361067209055666,0.75
"nickname-surname","related",0.535355448465791,0.756
"commander-infection","unrelated",0.155423551639169,0.078
"progress-development","related",0.619429426565303,0.814
"insert-dead","unrelated",0.241145200147716,0.148
"madness-harbor","unrelated",0.148156478640489,0.045
"guarantee-promise","related",0.593223662078011,0.834
"river-dust","unrelated",0.257843627762666,0.15
"shop-store","related",0.60858313418395,0.95
"grandfather-vanilla","unrelated",0.283384951723131,0.05
"experience-tie","unrelated",0.344853329354492,0.245
"concern-mutation","unrelated",0.282147712850346,0.245
"result-outcome","related",0.808357556973135,0.91
"penalty-east","unrelated",0.214146668238468,0.045
"coal-oil","related",0.480006988212193,0.754
"husband-liberal","unrelated",0.259270930657614,0.2
"anatomy-investigate","unrelated",0.248314472643111,0.143
"bread-win","unrelated",0.316734446295433,0.112
"suffer-die","related",0.309376947425722,0.756
"poverty-message","unrelated",0.201407887125274,0.215
"dancer-biology","unrelated",0.21090176913459,0.1
"vehicle-faith","unrelated",0.214642789165016,0.075
"avenue-capitalism","unrelated",0.176475585816673,0.15
"blind-personality","unrelated",0.115708313226343,0.215
"spider-insect","related",0.515268925140492,0.875
"auction-sale","related",0.689993337545061,0.845
"fidelity-movie","unrelated",0.221992661005336,0.221
"answer-monastery","unrelated",0.180011464826221,0.05
"june-cruelty","unrelated",0.241620433965854,0.1
"positive-negative","related",0.730075754827677,0.765
"house-surgery","unrelated",0.161568705136219,0.097
"adult-parent","related",0.574574816883999,0.792
"enthusiasm-spend","unrelated",0.250140201007409,0.245
"anarchy-capitalism","related",0.340259642614592,0.233
"dragon-lion","related",0.69652660683837,0.421
